timestamp,latitude,longitude,x,y,velocity_x,velocity_y,time_seconds,noisy_x,noisy_y,observed,kf_x,kf_y,kf_vx,kf_vy,reg_x,reg_y
1418381153300352,51.760608,-1.261347,0.0,0.0,-0.00217,0.003296,0.0,0.10149295522536458,1.3376382186374534,1,0.08338422814123095,1.100105486376522,0.013980506633882043,0.21514269415585455,0.0972525355558815,1.0797163747750262
1418381153500352,51.760608,-1.261347,0.0,0.0,-0.002478,0.003138,0.2,0.6343350206312037,2.4242512920910326,1,0.36810751676715625,1.8020388808541115,0.28702657820860267,0.8532910901984879,0.3772140067798163,1.754461981888157
1418381153700353,51.760608,-1.261347,0.0,0.0,-0.002041,0.003217,0.400001,-1.1944649371304688,-2.974461501191185,1,-0.3268216546984921,-0.324814705394026,-0.8119890563620643,-2.502930658570081,-0.2965872977157417,-0.2425935461521313
1418381153900354,51.760608,-1.261347,0.0,0.0,-0.001673,0.003158,0.600002,1.134361833793096,1.720257224595717,1,0.25942136794305515,0.348413186530778,0.30676004699497506,-0.7488121242995478,0.27077616451484476,0.35796052841281545
1418381154100355,51.760608,-1.261347,0.0,0.0,-0.001546,0.003452,0.800003,1.0629572976392625,1.3706839349947004,1,0.6556276496633899,0.727441270764801,0.7616048316944652,-0.030534992804063577,0.6596713851868573,0.6990195959222264
1418381154300356,51.760608,-1.261347,0.0,0.0,-0.001424,0.003185,1.000004,-2.835213578157089,-2.8456843905998754,1,-0.7593281967439612,-0.8131862773218334,-1.1214877096716322,-1.8742697537517579,-0.7274425687321566,-0.741360930072689
1418381154500357,51.760608,-1.261347,0.0,0.0,-0.001699,0.003488,1.200005,0.8238656756699894,1.3921206914969315,1,-0.2535704680156482,-0.1458998510825973,-0.34471155291767763,-0.7654358863572608,-0.23294894866753152,-0.11992791862198898
1418381154700357,51.760609,-1.261347,0.0,0.11119492708422385,-0.002208,0.003367,1.400005,-0.05497075060547814,0.45215986086854165,1,-0.22168847222861365,-0.01591425412038422,-0.24878026787461155,-0.4961006836618544,-0.20302387018822304,-0.004802020737317551
1418381154900358,51.760608,-1.261347,0.0,0.0,-0.002294,0.003122,1.600006,-0.8490157267897619,-2.0108062677300955,1,-0.47438172227704684,-0.781203293570723,-0.4235543957212098,-1.0697346432534587,-0.45169155959845436,-0.7525095723061668
1418381155100359,51.760608,-1.261348,-0.06882393767492942,0.0,-0.002646,0.002871,1.800007,-0.5563173449975216,1.3686750782669161,1,-0.5581816157912795,-0.2189764154899111,-0.4228350059488937,-0.45708746214905804,-0.5381519162641705,-0.20032782496330037
1418381155300360,51.760608,-1.261348,-0.06882393767492942,0.0,-0.002398,0.003225,2.000008,-1.501526807914312,0.4415213767857597,1,-0.9073057561636115,-0.07875776819671185,-0.6165597930470665,-0.2874688222567196,-0.8846594792280404,-0.06508066505796933
1418381155500361,51.760608,-1.261348,-0.06882393767492942,0.0,-0.001864,0.002099,2.200009,-1.1085495033509487,0.9793351534244338,1,-1.053249959888595,0.18772059493901835,-0.6321140235958751,-0.06480956365257387,-1.0302392829352953,0.19450858369980137
1418381155700361,51.760608,-1.261347,0.0,0.0,-0.002068,0.00232,2.400009,1.0419201700442748,-1.3060899546661533,1,-0.5683176630037226,-0.23275268260348275,-0.23339989540495953,-0.3305806975199316,-0.546933424112879,-0.23591421935165002
1418381155900362,51.760608,-1.261347,0.0,0.0,-0.002258,0.002593,2.60001,-1.3280652074858323,-0.777332461743282,1,-0.8019475056850196,-0.42431107756401387,-0.3502861339814439,-0.4090105651950567,-0.781964596268702,-0.41644542580843175
1418381156100363,51.760608,-1.261347,0.0,0.0,-0.001807,0.002404,2.800011,0.20995788204610089,0.4900633508848299,1,-0.6002818138264767,-0.2559345581528497,-0.18589463847319268,-0.2576532415074515,-0.5820587235193789,-0.254284733742537
1418381156300348,51.760608,-1.261348,-0.06882393767492942,0.0,-0.002385,0.002718,2.999996,1.828913339442074,1.8635714778538182,1,-0.04096047708204276,0.21760785660654192,0.166206368194574,0.05228502430398052,-0.027604375837943403,0.20269572087260693
1418381156500348,51.760608,-1.261348,-0.06882393767492942,0.0,-0.001965,0.002031,3.199996,1.3098286730225495,1.1007329425521304,1,0.30074588338351727,0.432374427905833,0.3451277814472892,0.17079229766930903,0.31108973136050816,0.40621784570241337
1418381156700349,51.760608,-1.261348,-0.06882393767492942,0.0,-0.001358,0.00155,3.399997,0.7505832662065752,0.2864633588497554,1,0.45650249460886444,0.425521761028716,0.39485500996955525,0.1472783871693946,0.4659184281732018,0.3965809887628793
1418381156900350,51.760608,-1.261348,-0.06882393767492942,0.0,-0.000898,0.002041,3.599998,-0.6034233459574683,0.33346990407249955,1,0.28198544817042837,0.42793318519128687,0.25051435041160397,0.13187884247193774,0.2919548978058098,0.4045585466343673
1418381157100351,51.760608,-1.261348,-0.06882393767492942,0.0,-0.001571,0.002168,3.799999,2.611605775093392,-1.8445299251163427,1,0.8299872071998083,-0.04780987638823514,0.5330872762889051,-0.15308924794921783,0.8410333719757912,-0.07824862104597273
1418381157300352,51.760608,-1.261348,-0.06882393767492942,0.0,-0.001618,0.002054,4.0,-1.595399537208479,-1.1748250890598355,1,0.3918442106890796,-0.314317810939282,0.22415566711310803,-0.2868614127470771,0.40207455657877145,-0.32439344954137034
1418381157500352,51.760608,-1.261348,-0.06882393767492942,0.0,-0.001101,0.001878,4.2,1.0369821594375628,-4.721118246529466,1,0.564310338183992,-1.2964492705602917,0.2966034789501526,-0.8117705831671965,0.5794279269015729,-1.3036778882225797
1418381157700353,51.760609,-1.261348,-0.06882393767492942,0.11119492708422385,-0.000677,0.002406,4.400001,-0.06469544284516984,0.38924252835739437,1,0.4786044679038413,-1.0694303880269682,0.21412626237570034,-0.5903325161701647,0.4894062361802864,-1.0610103080094655
1418381157900354,51.760609,-1.261348,-0.06882393767492942,0.11119492708422385,-0.000296,0.001479,4.600002,1.5341733768929449,1.3233804804266411,1,0.7333674421009773,-0.6620443462041813,0.3349425560059224,-0.2907946900709168,0.7432185134555017,-0.666265601254849
1418381158100355,51.760609,-1.261348,-0.06882393767492942,0.11119492708422385,0.000635,0.001397,4.800003,1.627608729821792,-0.10135563264143863,1,0.972625220486523,-0.5913332702616315,0.4333881714665896,-0.2171498586973183,0.9819676801774533,-0.6063644264140149
1418381158300356,51.760609,-1.261348,-0.06882393767492942,0.11119492708422385,0.000603,0.001797,5.000004,-1.3489568099989933,-3.0268956342009368,1,0.5595378786615832,-1.1311819801268617,0.14712814633886157,-0.5014928235871381,0.5721204295044595,-1.1363399444553524
1418381158500356,51.760609,-1.261348,-0.06882393767492942,0.11119492708422385,0.001063,0.001833,5.200004,-1.7171883250945637,-0.33747997809757546,1,0.1115140480446502,-1.0463929536382286,-0.1269024679052107,-0.3952623833654644,0.1258359177762081,-1.0381621844406055
1418381158700357,51.760609,-1.261348,-0.06882393767492942,0.11119492708422385,0.001371,0.002057,5.400005,3.2545281089408493,-1.0000234735884692,1,0.741090553556006,-1.0995190483086974,0.2496332762618368,-0.3803570437884591,0.7559077044372614,-1.1084803771906382
1418381158900358,51.760609,-1.261348,-0.06882393767492942,0.11119492708422385,0.001301,0.00239,5.600006,-0.7360842953372951,-0.9810111831060082,1,0.47564056237811764,-1.1354062673619492,0.06808781755066451,-0.3572249554966977,0.48836453075651853,-1.1360970120076868
1418381159100322,51.760608,-1.261348,-0.06882393767492942,0.0,0.001367,0.002399,5.79997,-0.4123719956767151,-1.7706309096245973,1,0.3031599880511846,-1.3232050072967867,-0.03913956671362179,-0.4242748012754204,0.3186074490010158,-1.3221504939078066
1418381159300323,51.760608,-1.261348,-0.06882393767492942,0.0,0.001422,0.00268,5.999971,0.380274046780704,-2.7959533369103813,1,0.3128590914323066,-1.694440203581551,-0.029033928723826805,-0.5893938450973571,0.3299311909677214,-1.6915818169719181
1418381159500324,51.760608,-1.261348,-0.06882393767492942,0.0,0.001722,0.002687,6.199972,-0.09839192511164709,-1.1151166310980465,1,0.2234030010838496,-1.6684760445867666,-0.07728390972417866,-0.506423049060082,0.23925100008144062,-1.6600630241287393
1418381159700324,51.760608,-1.261348,-0.06882393767492942,0.0,0.001191,0.003038,6.399972,0.24747351313709356,-0.8928745762193099,1,0.21610093509232617,-1.58885383868519,-0.0725790951727216,-0.4020499447238901,0.23205817038006987,-1.5840029712782542
1418381159900325,51.760608,-1.261348,-0.06882393767492942,0.0,0.001535,0.00386,6.599973,-0.345230764385661,-0.8151308027508222,1,0.08877441802397701,-1.4930525607269394,-0.13767036149759293,-0.3003765373907051,0.1049499128787197,-1.4896891330558508
1418381160100326,51.760608,-1.261348,-0.06882393767492942,0.0,0.001357,0.003773,6.799974,0.8055302536779675,3.2081824589247874,1,0.21479095924420166,-0.5708460222575723,-0.04907258273755048,0.2663938340040381,0.22760954596091343,-0.5776175046127409
1418381160300327,51.760608,-1.261348,-0.06882393767492942,0.0,0.001775,0.004243,6.999975,-1.7171901813655244,0.6552929788362533,1,-0.1915740096330582,-0.2756014386854262,-0.27786513832257453,0.40599756704703455,-0.17608485998374135,-0.2909446552990171
1418381160500328,51.760608,-1.261348,-0.06882393767492942,0.0,0.001304,0.003974,7.199976,0.6780418931087748,3.0793273048316694,1,-0.056280887291141085,0.4809683627865167,-0.16775384298711754,0.7956200552656938,-0.04152535152107576,0.4536761203638285
1418381160700328,51.760609,-1.261348,-0.06882393767492942,0.11119492708422385,0.000723,0.004437,7.399976,-3.1513278757365106,-2.159078185361172,1,-0.7213958123659047,0.06264407205939726,-0.5320658261499471,0.46252430586636634,-0.7010220328927933,0.0394343115338453
1418381160900329,51.760608,-1.261348,-0.06882393767492942,0.0,0.000438,0.004192,7.599977,-0.9472266238863006,1.1171357420296777,1,-0.8524432338983142,0.3535908547331508,-0.5462740694174653,0.5769814012050514,-0.831545859186596,0.33616019211740694
1418381161100228,51.760609,-1.261348,-0.06882393767492942,0.11119492708422385,9e-06,0.004269,7.799876,1.0390119115238983,0.23425157036204533,1,-0.5490031925531882,0.42052612555901786,-0.30829426692258893,0.5490663129028153,-0.5285914959774872,0.3924779949939761
1418381161300228,51.760608,-1.261348,-0.06882393767492942,0.0,-0.000761,0.003501,7.999876,0.21457938463615708,0.07891927071557936,1,-0.44046123108683893,0.4372368499257506,-0.21014307850597805,0.4953760601370023,-0.4223640174412127,0.4091631766890321
1418381161500229,51.760609,-1.261348,-0.06882393767492942,0.11119492708422385,0.000622,0.003621,8.199877,-2.5919616475387643,1.7237066317154612,1,-0.917535275481792,0.781193842717058,-0.46100806386162785,0.6365846919140656,-0.9000234014896857,0.7623382279806135
1418381161700230,51.760609,-1.261348,-0.06882393767492942,0.11119492708422385,-0.000276,0.003079,8.399878,-1.3108209959969102,-0.33521092544368475,1,-1.071828188995676,0.6520253364322601,-0.4968104237668661,0.4886915883404416,-1.05026693812534,0.6293892976912399
1418381161900162,51.760608,-1.261348,-0.06882393767492942,0.0,0.000756,0.002891,8.59981,-0.8952744878314082,0.01778141988965287,1,-1.1142690009285972,0.5988008917362526,-0.4640095395993128,0.4016667943143214,-1.0927814241514797,0.579485605875386
1418381162100148,51.760608,-1.261348,-0.06882393767492942,0.0,-0.000573,0.00251,8.799796,-0.675105781392045,0.09694260562100267,1,-1.0973779326742088,0.5590855793974424,-0.40076666879617684,0.3324525487279705,-1.0765062927935438,0.5408941047721799
1418381162300148,51.760608,-1.261348,-0.06882393767492942,0.0,-0.000122,0.003808,8.999796,-2.1832382142190268,-0.7907941853434972,1,-1.3848966895301973,0.3335365224707943,-0.5203274121622575,0.16407120934069044,-1.363025141822868,0.3227151951016332
1418381162500149,51.760608,-1.261348,-0.06882393767492942,0.0,-0.000488,0.003024,9.199797,-0.4953226708481928,2.0457518477281837,1,-1.2840894152170708,0.7126175465369048,-0.40220440665858237,0.3637168352763481,-1.264192264281582,0.7002785987912593
1418381162700149,51.760608,-1.261348,-0.06882393767492942,0.0,0.000688,0.002712,9.399797,-0.2737178235461539,2.344402421376037,1,-1.1396254990862877,1.1068056377972233,-0.27253215998588765,0.5490506300154471,-1.1216804798069533,1.0845260294912533
1418381162900150,51.760608,-1.261348,-0.06882393767492942,0.0,1.5e-05,0.00298,9.599798,0.5488229177136602,-0.1482950992077371,1,-0.8347726700314597,0.9352011906721049,-0.06533771613359396,0.3867962739116223,-0.8170166032621261,0.9034606774464157
1418381163100151,51.760608,-1.261348,-0.06882393767492942,0.0,0.000269,0.00402,9.799799,-0.6191929156821472,0.42047119288507406,1,-0.8006986183279204,0.8904859993225357,-0.038157349799951557,0.31641184832617236,-0.7851907562914381,0.8645340312643918
1418381163300151,51.760608,-1.261348,-0.06882393767492942,0.0,-0.000439,0.003677,9.999799,2.6424489792050343,0.4395035426300407,1,-0.09686703966324073,0.8477400159681356,0.37205119980779267,0.25527903616739633,-0.08397705401800881,0.8113866053917486
1418381163500152,51.760608,-1.261348,-0.06882393767492942,0.0,-0.001244,0.004352,10.1998,-1.7125961173726614,0.557051211221321,1,-0.37091872354564753,0.8283372863584748,0.17113720742932922,0.21465439071740608,-0.36027890219616593,0.8036895705532885
1418381163700153,51.760608,-1.261347,0.0,0.0,-0.001761,0.004914,10.399801,-0.9019721385751689,0.3450175883003157,1,-0.45323684441819806,0.7627696299985007,0.10393977247717222,0.15209665119107224,-0.44034910555436263,0.7401654734146772
1418381163900153,51.760608,-1.261347,0.0,0.0,-0.001492,0.005626,10.599801,-1.300590887890185,-1.9993976740016344,1,-0.611435977229072,0.21743413109227105,0.0007397682622223012,-0.17987087612445973,-0.595428092311796,0.20160020257354058
1418381164100154,51.760608,-1.261347,0.0,0.0,-0.001948,0.006012,10.799802,-0.7838772388962135,-1.7814068693024359,1,-0.6468711776732782,-0.22322940075307102,-0.019776760002899164,-0.413206480332143,-0.630036258733159,-0.2285003884963377
1418381164300154,51.760608,-1.261347,0.0,0.0,-0.002548,0.006374,10.999802,1.281902635767985,0.8177138425966961,1,-0.25235112878944727,-0.07421858136697576,0.20997669310276346,-0.27964020917381893,-0.2388612915632428,-0.08145878396486578
1418381164500155,51.760608,-1.261347,0.0,0.0,-0.002725,0.005676,11.199803,0.8794218519680754,0.41053889823220613,1,0.014326625501279527,-0.01867232575176954,0.3395244904717408,-0.21536593395875275,0.025424549670310794,-0.03224263885587538
1418381164700156,51.760608,-1.261347,0.0,0.0,-0.002771,0.005685,11.399804,-1.1295322412374775,-0.2993954930786546,1,-0.1676008817358033,-0.11074263492549613,0.19547514500914825,-0.24361672385990318,-0.15618568691786158,-0.12024370496692756
1418381164900156,51.760608,-1.261347,0.0,0.0,-0.002554,0.007253,11.599804,0.5537141219125006,-0.4295125990174604,1,0.012149323310608834,-0.2151422369052487,0.27657461570736797,-0.27571874183737916,0.02433584315997256,-0.22738187158139542
1418381165100157,51.760608,-1.261347,0.0,0.0,-0.003398,0.00734,11.799805,-1.323085832713908,1.632919422501264,1,-0.21922938670821732,0.12210332502941285,0.11127152363854495,-0.04947322471135801,-0.20847186874094478,0.11506747219582358
